postUrl,profileUrl,pubDate,headline,description,username
https://www.instagram.com/p/C0YAg3YLeBf/,https://www.instagram.com/itasaubc,2023-12-03T03:04:13.000Z,,Christmas is coming!???? Come meet us at the Nest and purchase authentic Italian Christmas treats this Wednesday. Can't wait to see you there!,itasaubc
https://www.instagram.com/p/C0C4HtHyrfZ/,https://www.instagram.com/itasaubc,2023-11-24T22:06:50.000Z,,"Join us for a movie screening of two iconic Italian movies: “Nights of Cabiria” at 6:00 pm and “Happy as Lazzaro” at 8 pm! Doors will open at 5:45 pm. WHERE: Normand Bouchard Memorial Theatre (Life Building, 6138 Student Union Blvd) across from Starbucks. WHEN: November 27th COST: $5 UBC Film Society membership (lasts until August 2024) or showing ITASA’s newsletter email. Snacks will be sold at the concession stand. Dm ITASA to be added to the ITASA newsletter.",itasaubc
https://www.instagram.com/p/Cyt1pPPyCg5/,https://www.instagram.com/itasaubc,2023-10-22T21:29:45.000Z,,"Ciao. Mi chiamo Sophia e sono una senior executive di ITASA. Sono italiana e inglese e trascorro spesso le vacanze in Italia. Vivo a Londra e studio chimica a UCL. Quest’anno sto studiando a UBC come exchange student. Nel tempo libero mi piace esplorare Vancouver e la natura che la circonda. Mi piacerabbe vedere gli orsi ma ancora non ne ho incontrato neanche uno :( Non vedo l’ora di ritornare in Italia. Quando la nostalgia si fa sentire, cucino un bel piatto di tagliatelle al ragù. Hi! I’m Sophia and I’m a senior executive of ITASA. I’m Italian and English and I spend most of my holidays in Italy. I live in London studying chemistry at UCL but this year I am here studying at UBC on exchange. In my free time I like to explore the city and surrounding nature. I would like to see some bears, but I haven’t come across any yet :( I can’t wait to go back to Italy, so when I’m feeling nostalgic, I cook a nice plate of tagliatelle al ragù.",itasaubc
https://www.instagram.com/p/CymEbICywx6/,https://www.instagram.com/itasaubc,2023-10-19T21:04:58.000Z,,"Ciao a tutti! • ITASA is excited to announce that we will be hosting a free entry Card Game Night on Friday October 30th, at the NEST (room2514) from 8PM-10PM. • We will be playing paired Briscola tournament! Briscola is one of Italy’s most popular game! Don’t worry, if you don’t know the rules, we will be teaching you that! • Bring your friends and let’s have fun together!",itasaubc
https://www.instagram.com/p/CyPREKJJ5jX/,https://www.instagram.com/itasaubc,2023-10-11T00:32:54.000Z,,"Ciao, mi chiamo Cecilia e faccio parte del team esecutivo di ITASA! Sono al terzo anno di geografia e relazioni internazionali. Nel mio tempo libero vado in piscina, cucino o faccio escursioni in montagna. Una delle prime cose che faccio quando torno in Italia è mangiare un pacco intero di pan di stelle (> gocciole). Hi, my name is Cecilia and I’m part of ITASA’s executive team! I’m in my third year of Geography and International Relations. In my free time, I go to the swimming pool, cook or go hiking. One of the first things I do when I go back to Italy is finish a whole pack of pan di stelle cookies (> gocciole).",itasaubc
https://www.instagram.com/p/CyMIJrgP_Ha/,https://www.instagram.com/itasaubc,2023-10-09T19:17:17.000Z,,"Mi chiamo Andrea e sono il nuovo VP of Marketing di ITASA. Sono al secondo anno di business alla UBC. Nel mio tempo libero: gioco a pallavolo, vado in palestra, esco, e mi piace criticare le scelte culinarie dei miei coinquilini (come si fa a mettere il pane nel freezer??). My name is Andrea, and I am the new VP of Marketing at ITASA. I am in my second year of business studies at UBC. In my free time, I play volleyball, go to the gym, hang out with friends, and enjoy criticizing my roommates' food choices (like putting bread in the freezer??).",itasaubc
https://www.instagram.com/p/CyJxnDUSQvI/,https://www.instagram.com/itasaubc,2023-10-08T21:21:50.000Z,,"Ciao, mi chiamo Francesco! Sarò il Logistics Executive di ITASA per quest'anno. Sono nato e cresciuto vicino a Venezia, ma mi spostato varie volte per studio. Prima a Trieste, poi a Padova, Bologna ed infine qui a Vancouver. Sono al primo anno di dottorato alla Vancouver School of Economics. Se non sto lavorando in Iona, potete trovarmi a giocare a scacchi (male), guardare sport, in palestra o a camminare in montagna. Amo i cani, le Dolomiti e lamentarmi di come fanno l'espresso qua in Canada. Hi, my name is Francesco and I'm from Italy! I serve as the Logistics Executive for ITASA for this year. I was born and raised near Venice but, over the years, my academic journey has taken me to various cities. I first moved to Trieste, followed by Padova, Bologna and finally to Vancouver for my studies. I'm a first year PhD student at the Vancouver School of Economics. When not working in Iona, you can find me play chess (poorly), watching sports, going to the gym or hiking in the mountains. I love dogs, the Italian Dolomites and complaining about Canadian espressos.",itasaubc
https://www.instagram.com/p/CyHB-bpStT6/,https://www.instagram.com/itasaubc,2023-10-07T19:47:07.000Z,,"Ciao mi chiamo Meng, e sono nato e cresciuto a Roma. Sono al quarto anno di business e sarò il VP Marketing per l’ITASA. Nel mio tempo libero mi piace giocare a basket e cucinare. Dolce preferito = Tiramisù. Hey! My name is Meng, and I was born and raised in Rome. It's my fourth year in business and I'll be the VP of Marketing for ITASA. In my free time, i enjoy playing basketball and cooking. Favorite dessert= Tiramisù.",itasaubc
https://www.instagram.com/p/CyEJqb3Rlzd/,https://www.instagram.com/itasaubc,2023-10-06T16:56:35.000Z,,"Ciao! Mi chiama Nahanni (nomignolo : Nanni.) I miei sono di Roma però si sono trasferiti recentemente a Bologna. Sono appassionata di pasta , Briscola e Calcio. Forza Roma! Hey! I’m Nahanni. I am the Treasurer this year within the Itasa team. My family is from Rome but now live in Bologna. I am passionate about pasta, Briscola and football (the real football ;) ). Forza Roma!",itasaubc
https://www.instagram.com/p/CyCOPsjP_Q6/,https://www.instagram.com/itasaubc,2023-10-05T22:58:08.000Z,,"Welcome our new Exec team! ?? . Ciao! Sono Smilla, la nuova presidentessa di ITASA. Sono al mio quinto (e ultimo!) anno di fisica chimica qui a UBC. Ogni volta che torno in Italia, non vedo l’ora di mangiare la torta di semolino al cioccolato che fa mia Nonna Laura :) Hey! I’m Smilla, the president of ITASA. I’m in my fifth (and final!) year of chemical physics at UBC. Every time I go back to Italy, I can't wait to eat my Grandma Laura's chocolate semolina cake :)",itasaubc
https://www.instagram.com/p/CxcKgUprjr3/,https://www.instagram.com/ubc_jsa,2023-09-21T04:14:19.000Z,,"Jai Jinendar! The purpose of JSA is to create a sense community for university students! We hope to bring together international and domestic students, and even students that are curious to learn about the Jain faith. Club Benefits: You define the benefits. The club is what you want it to be. PS: Don't worry you get discounted price to our events and some swag stuff here and there:) Why Join JSA?? - Member Price Navratri tickets (Navratri is not even a month away) - free food all the time - Dicounted codes to other events happening in the city Membership fee: $ 1 for UBC Students",ubc_jsa
https://www.instagram.com/p/C0Fq0IjvnZI/,https://www.instagram.com/ubc_jsa,2023-11-26T00:08:17.000Z,,END OF SEMESTER DISTRIBUTION! Calling up all JSA members to grab a discount coupon at ocean mart and a free guru drink! See you all tomorrow!????,ubc_jsa
https://www.instagram.com/p/Cz9P7NdRF1d/,https://www.instagram.com/chatkara.canada,2023-11-22T17:49:52.000Z,,And Chatkara Ends it’s Diwali 2023 with a Bang???? We would like to Thank each and everyone for trusting us with your festival celebrations ??? Special Thanks to @ubc_jsa & @theloquaciousgrinch for believing in us???? #vancouver #foodie #vancouverfoodie #diwali #cater #britishcolumbia #ubc #students #food #biryani #chaat #indianstreetfood #canada #gujratiincanada #homecooking #chefinmaking #love #thankful #greatful #blessed,chatkara.canada
https://www.instagram.com/p/CzMZycXvkIE/,https://www.instagram.com/ubc_jsa,2023-11-03T18:22:48.000Z,,Thank you everyone for making Navratri 2023 wonderful ??,ubc_jsa
https://www.instagram.com/p/CyU4WbFrAgk/,https://www.instagram.com/ubc_jsa,2023-10-13T04:52:42.000Z,,"Here's a little sneak peak at how JSA NAVRATRI planning has been happening???? All jokes aside, the team has been working tirelessly for the last 2 months. We Can't wait to do GARBA ALL NIGHT???? and eat some delicious Gujarati food ????",ubc_jsa
https://www.instagram.com/p/CyUx8dcL6Wt/,https://www.instagram.com/ubc_jsa,2023-10-13T03:56:25.000Z,,"With UBC Navratri happening in less that 24 hrs, we have a few things that we hope you all can abide by! Can't wait to Garba!!!! ????",ubc_jsa
https://www.instagram.com/p/CySPlK9r7CD/,https://www.instagram.com/ubc_jsa,2023-10-12T04:17:39.000Z,,?? The Wait is Over! Navratri 2023 Event Schedule is Finally Here! ?? Don't be late – gates open at 5:45 PM sharp. Let's celebrate together! #VancouverGarba #NavratriFestival #UBCEvents #theuniversityofbritishcolumbia #UBC #ubcindians #VancouverDance #NavratriNight #GarbaVibes #DanceTillYouDrop #FestiveFun #VancouverNavratri #UBCStudents #CulturalDiversity #NavratriTradition #UBCParty #VancouverCulture #GrooveToTheBeat #UBCNavratri2023 #vancouverentertainment #celebratetogether,ubc_jsa
https://www.instagram.com/p/CyRepEiye4H/,https://www.instagram.com/ubc_jsa,2023-10-11T21:11:12.000Z,,Are your Lehengas and Kurtas ready? Only 2 Days ‘til UBC Navratri 2023???????? Stay tuned for the exciting Event Schedule releasing tonight???? #VancouverGarba #NavratriFestival #UBCEvents #theuniversityofbritishcolumbia #UBC #ubcindians #VancouverDance #NavratriNight #GarbaVibes #DanceTillYouDrop #FestiveFun #VancouverNavratri #UBCStudents #CulturalDiversity #NavratriTradition #UBCParty #VancouverCulture #GrooveToTheBeat #UBCNavratri2023 #vancouverentertainment #celebratetogether,ubc_jsa
https://www.instagram.com/p/CyHYUkiPTI4/,https://www.instagram.com/ubc_jsa,2023-10-07T23:02:23.000Z,,"?? Get ready for TWO days of non-stop Dhamaka! ?? We're only SIX DAYS away from two days of absolute Dhamaka – Navratri and Bollywood Night! ????????? Get ready to indulge in the incredible flavors of Indian Gujarati cuisine like never before???? All tickets include, both, entry and food?? ??? Limited tickets available – grab yours NOW and be part of this unforgettable celebration of culture and tradition! ?????? #VancouverGarba #NavratriFestival #UBCEvents #theuniversityofbritishcolumbia #UBC #ubcindians #VancouverDance #NavratriNight #GarbaVibes #DanceTillYouDrop #FestiveFun #VancouverNavratri #UBCStudents #CulturalDiversity #NavratriTradition #UBCParty #VancouverCulture #GrooveToTheBeat #UBCNavratri2023 #vancouverentertainment #celebratetogether",ubc_jsa
https://www.instagram.com/p/CyCTLJBPEtV/,https://www.instagram.com/ubc_jsa,2023-10-05T23:41:12.000Z,,"??THE BOLLYWOOD NIGHT YOU CAN'T RESIST?? Experience the BEST Bollywood DJs in town, @shalv.m and @chelseagillofficial, as they make the dance floor EXPLODE with energy at our 18+ BOLLYWOOD NIGHT?? An evening filled with Bollywood Beats and Vada Pav Treats?? ??Don't miss this deal for just 10 bucks?? BONUS OFFER: FREE Entry to the PIT at @talaashentertainment and @amsevents_ Bollywood Takeover (19+) ?? Tickets in bio! ??Grab your tickets NOW, before we run out?? Ready to turn up the Bollywood heat? ???? #UBCEvents #UBCFirstYears #UBCBollywoodNigh #BollywoodAtUBc #BollywoodBeats #VadaPavLove #DanceAllNight #BollywoodFever #FirstYearFun #UBCNightlife #BollywoodParty #BollywoodDance #UBCMemories #BollywoodGroove #UBCExperience #BollywoodMagic #BollywoodNightLife #UBCCommunity #BollywoodVibes #FirstYearAdventures",ubc_jsa
https://www.instagram.com/p/C0xFnbhSzYT/,https://www.instagram.com/lyncvan,2023-12-12T20:49:50.000Z,,"? Embrace the Winter: Join Our Afterschool Program as a Volunteer! ??? A warm and heartfelt THANK YOU to all the incredible volunteers who made the last term's Afterschool program unforgettable! ??? Your dedication and kindness left a lasting impact on the kids we serve. We're excited to recruit new passionate volunteers for our Fall term Afterschool program! ?? If you have a love for working with kids or are eager to gain valuable experience, seize this opportunity to make a difference! ???????? ?? Registration link in bio",lyncvan
https://www.instagram.com/p/C2Nm35gvHgA/,https://www.instagram.com/llh.vancouver,2024-01-17T19:11:40.000Z,,?? Exploring the wonders of STEM with our Sunday 123 squad! ?? Today’s challenge: Harnessing the power of Bernoulli’s principle by propelling little balls with nothing but paper and straws! ???? Science + fun = unstoppable learning! ???? #STEMSunday #HandsOnLearning #FutureInnovators #Sunday123Adventures ?????,llh.vancouver
https://www.instagram.com/p/C1-MWhrvsIE/,https://www.instagram.com/lyncvan,2024-01-11T19:30:12.000Z,,Wondering how amazing LYNC was in 2023? Here’s a recap of our 2023 and we’re glad to have YOU with us to make this happen ??? Let’s continue to spread our kindness and care together in 2024! Can’t wait to witness our growth this year  #lyncvan #2023recap #volunteering,lyncvan
https://www.instagram.com/p/C17auYbPCCC/,https://www.instagram.com/lyncvan,2024-01-10T17:38:04.000Z,,??Celebrating the incredible awesomeness of our LYNC volunteers at our 2023 Winter Day Camp! ?? Swipe left to hear their heartfelt stories and the impact they've made! Thank you for doing something meaningful in our community! ?? #winterdaycamp #VolunteerLove #lyncvan #stepup #volunteering,lyncvan
https://www.instagram.com/p/C12vMSNv5dx/,https://www.instagram.com/lyncvan,2024-01-08T22:00:15.000Z,,Recapping the unforgettable moments and powerful testimonies from our LYNC Middle Grade Special Project Winter Day Camp! ???? Dive into the highlights as we reflect on the incredible stories shared and the bonds formed. Ready to join our extraordinary community? Stay tuned for exciting opportunities! ?? #LYNCWinterRecap #lyncvan #volunteering #JoinOurCommunity,lyncvan
https://www.instagram.com/p/C1zqwY7RBe2/,https://www.instagram.com/llh.vancouver,2024-01-07T17:24:14.000Z,,"?? Our Winter Day Camp was an absolute blast! ?? Our incredible team of dedicated volunteers curated an amazing experience for the kids, packed with STEM explorations, cooking adventures, programming lessons, and so much more! ?????? But wait, there’s more! ???? We didn’t just stay indoors—our field trips to witness the dazzling Christmas decorations were an absolute highlight! ?????? The joy on the children’s faces as they explored was simply priceless. ??? A massive thank you to our passionate volunteers who made each class, trip, and moment unforgettable. ???? To all the parents and guardians, thank you for entrusting us with your kids—we had a blast and hope they did too! ???? Stay tuned for more exciting programs and adventures coming your way! ???? #WinterDayCamp #LearningIsFun #CreatingMemories",llh.vancouver
https://www.instagram.com/p/C1x38EaPGcf/,https://www.instagram.com/lyncvan,2024-01-07T00:41:25.000Z,,Happy New Year! Let's make 2024 an awesome one! We are excited to bless our communities!!!! #lyncvan #llhvancouver,lyncvan
https://www.instagram.com/p/C1L2fiFLu3x/,https://www.instagram.com/lyncvan,2023-12-23T06:17:10.000Z,,"“We wish you a Merry Christmas and a Happy New Year~??????” Thank you for being a part of our journey this year, and we look forward to bringing you more exciting content and opportunities in 2024! Wishing you all a joyful and restful Christmas holiday ?",lyncvan
